Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Bunium alpinum	Bunium alpinum		1	No opinion				tropicos	 	
Caesalpinia violacea	Caesalpinia violacea		1	Accepted	Caesalpinia violacea	(Mill.)Standl.	Fabaceae	ildis	 	
Caesalpinia violacea	Caesalpinia violacea		1	Accepted	Caesalpinia violacea	(Mill.) Standl.	Fabaceae	tropicos	 	
Caesalpinia violacea	Caesalpinia violacea		1	Accepted	Caesalpinia violacea	Standl.	Fabaceae	usda	 	
Calamintha nepeta	Calamintha nepeta		1	Synonym	Clinopodium nepeta	(L.) Kuntze	Lamiaceae	tpl	 [Ambiguous match] 	
Calamintha nepeta	Calamintha nepeta		1	Synonym	Clinopodium nepeta subsp. glandulosum	(Req.) Govaerts	Lamiaceae	tpl	 [Ambiguous match] 	
Calamintha nepeta	Calamintha nepeta		1	Accepted	Calamintha nepeta	(L.) Savi	Lamiaceae	tropicos;usda	 [Ambiguous match] 	
Calamintha nepeta	Calamintha nepeta		1	Illegitimate		(Req.) Govaerts	Lamiaceae	tropicos	 [Ambiguous match] 	
Calendula stellata	Calendula stellata		1	Accepted	Calendula stellata	Cav.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:B39083BC-0607-4650-A2B4-67E1B1EF4A25
Calendula stellata	Calendula stellata		1	No opinion		Cav.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:B39083BC-0607-4650-A2B4-67E1B1EF4A25
Calliandra houstoniana var. calothyrsus	Calliandra houstoniana var. calothyrsus		1	Accepted	Calliandra houstoniana var. calothyrsus	(Meissner)Barneby	Fabaceae	ildis	 	
Calliandra houstoniana var. calothyrsus	Calliandra houstoniana var. calothyrsus		1	Synonym	Calliandra calothyrsus	Meisn.	Fabaceae	tropicos	 	
Calophyllum inophyllum	Calophyllum inophyllum		1	Accepted	Calophyllum inophyllum	L.	Calophyllaceae	tpl;tropicos;usda	 	
Calopogonium mucunoides	Calopogonium mucunoides		1	Accepted	Calopogonium mucunoides	Desv.	Fabaceae	ildis;tropicos;usda	 	
Calotropis gigantea	Calotropis gigantea		1	Accepted	Calotropis gigantea	(L.) Dryand.	Apocynaceae	tpl	 	
Calotropis gigantea	Calotropis gigantea		1	Synonym	Calotropis gigantea	(L.) Dryand.	Apocynaceae	tpl	 	
Calotropis gigantea	Calotropis gigantea		1	Accepted	Calotropis gigantea	(L.) W.T. Aiton	Apocynaceae	tropicos;usda	 	
Calotropis gigantea	Calotropis gigantea		1	Synonym	Calotropis gigantea	(L.) W.T. Aiton	Apocynaceae	tropicos	 	
Calotropis gigantea	Calotropis gigantea		1	Illegitimate				tropicos	 	
Campylopus introflexus	Campylopus introflexus		1	Accepted	Campylopus introflexus	(Hedw.) Brid.	Dicranaceae	tpl;tropicos;usda	 	
Campylopus introflexus	Campylopus introflexus		1	Synonym	Campylopus pilifer	Brid.	Dicranaceae	usda	 	
Canavalia cathartica	Canavalia cathartica		1	Accepted	Canavalia cathartica	Thouars	Fabaceae	ildis;tropicos;usda	 	
Canna x generalis	Canna x generalis		1	Accepted	Canna x generalis	L.H. Bailey & E.Z. Bailey	Cannaceae	tpl	 	
Canna x generalis	Canna x generalis		1	No opinion				tpl	 	
Capsicum baccatum	Capsicum baccatum		1	Accepted	Capsicum baccatum	L.	Solanaceae	tpl;tropicos;usda	 	
Capsicum baccatum	Capsicum baccatum		1	Synonym	Capsicum annuum	L.	Solanaceae	tpl	 [Ambiguous match] 	
Capsicum baccatum	Capsicum baccatum		1	Synonym	Capsicum angustifolium	Dunal	Solanaceae	tpl	 [Ambiguous match] 	
Capsicum baccatum	Capsicum baccatum		1	Synonym	Capsicum cumanense	Fingerh.	Solanaceae	tpl	 [Ambiguous match] 	
Capsicum baccatum	Capsicum baccatum		1	Synonym	Capsicum annuum	L.	Solanaceae	tpl	 [Ambiguous match] 	
Capsicum baccatum	Capsicum baccatum		1	Synonym	Capsicum annuum var. glabriusculum	(Dunal) Heiser & Pickersgill	Solanaceae	usda	 	
Cardiospermum grandiflorum	Cardiospermum grandiflorum		1	Accepted	Cardiospermum grandiflorum	Sw.	Sapindaceae	tpl;tropicos;usda	 	
Carduus nutans	Carduus nutans		1	Accepted	Carduus nutans	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:B2CB0F91-5C1F-458C-912A-4C623E5ACCF2
Carduus nutans	Carduus nutans		1	Invalid	Carduus nutans subsp. platypus	(Lange) Greuter	Asteraceae	gcc	 	urn:lsid:compositae.org:names:5654E9F5-30C4-4811-8005-B82EF9527C7E
Carduus pycnocephalus	Carduus pycnocephalus		1	Accepted	Carduus pycnocephalus	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:5EA114A5-BA0C-4B05-B954-CDFD8F170997
Carduus pycnocephalus	Carduus pycnocephalus		1	Illegitimate	Carduus cephalanthus	Viv.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:0D239F4A-4A17-4CBE-9076-A8AA9F026D14
Cascabela thevetia	Cascabela thevetia		1	Accepted	Cascabela thevetia	(L.) Lippold	Apocynaceae	tpl;tropicos	 	
Cascabela thevetia	Cascabela thevetia		1	Synonym	Thevetia peruviana	(Pers.) K. Schum.	Apocynaceae	usda	 	
Castilla elastica	Castilla elastica		1	Accepted	Castilla elastica	Cerv.	Moraceae	tpl	 	
Castilla elastica	Castilla elastica		1	Accepted	Castilla elastica	Sessé	Moraceae	tropicos;usda	 	
Caulerpa racemosa var. cylindracea	No suitable matches found.		0						 	
Caulerpa taxifolia	Caulerpa taxifolia		1	Accepted	Caulerpa taxifolia	(Vahl) C. Agardh	Caulerpaceae	usda	 	
Cecropia peltata	Cecropia peltata		1	Accepted	Cecropia peltata	L.	Urticaceae	tpl;tropicos	 	
Cecropia peltata	Cecropia peltata		1	Synonym	Cecropia pachystachya	Trécul	Urticaceae	tpl	 	
Cecropia peltata	Cecropia peltata		1	Illegitimate		Trécul	Urticaceae	tropicos	 	
Cecropia peltata	Cecropia peltata		1	Synonym	Cecropia schreberiana	Miq.	Urticaceae	usda	 	
Cedrela odorata	Cedrela odorata		1	Accepted	Cedrela odorata	L.	Meliaceae	tpl;tropicos;usda	 	
Cedrela odorata	Cedrela odorata		1	Synonym	Cedrela odorata	L.	Meliaceae	tpl	 	
Cedrela odorata	Cedrela odorata		1	Misapplied	Cedrela odorata	L.	Meliaceae	tpl	 	
Cedrela odorata	Cedrela odorata		1	Invalid		L.	Meliaceae	tropicos	 	
Cedrela odorata	Cedrela odorata		1	Illegitimate		L.	Meliaceae	tropicos	 	
Celosia argentea	Celosia argentea		1	Accepted	Celosia argentea	L.	Amaranthaceae	tpl;tropicos;usda	 	
Celosia argentea	Celosia argentea		1	Illegitimate				tropicos	 	
Cenchrus biflorus	Cenchrus biflorus		1	Accepted	Cenchrus biflorus	Roxb.	Poaceae	tpl;tropicos;usda	 	
Cenchrus biflorus	Cenchrus biflorus		1	No opinion				tropicos	 	
Centaurea melitensis	Centaurea melitensis		1	Accepted	Centaurea melitensis	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:A83F8D03-79DA-4938-8C82-A516DEB694A6
Centranthus longiflorus	Centranthus longiflorus		1	Accepted	Centranthus longiflorus	Steven	Caprifoliaceae	tpl	 	
Centranthus longiflorus	Centranthus longiflorus		1	No opinion		Steven	Caprifoliaceae	tropicos	 	
Centrosema pubescens	Centrosema pubescens		1	Accepted	Centrosema pubescens	Benth.	Fabaceae	ildis;tropicos;usda	 	
Centrosema pubescens	Centrosema pubescens		1	Misapplied	Centrosema molle	Benth.	Fabaceae	ildis	 	
Cephaleuros virescens	No suitable matches found.		0						 	
Cerastium perfoliatum	Cerastium perfoliatum		1	Accepted	Cerastium perfoliatum	L.	Caryophyllaceae	tpl;tropicos	 	
Ceratocephala testiculata	Ceratocephala testiculata		1	Accepted	Ceratocephala testiculata	(Crantz) Besser	Ranunculaceae	tpl	 	
Ceratocephala testiculata	Ceratocephala testiculata		1	Synonym	Ranunculus testiculatus	Crantz	Ranunculaceae	tropicos	 	
Ceratocephala testiculata	Ceratocephala testiculata		1	Illegitimate				tropicos	 	
Ceratocephala testiculata	Ceratocephala testiculata		1	Accepted	Ceratocephala testiculata	(Crantz) Roth	Ranunculaceae	usda	 	
Chamomilla recutita	Chamomilla recutita		1	Synonym	chamomilla chamomilla	L.		gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:CFEE7321-591E-4BFB-AC90-A069A21DBC1F
Chamomilla recutita	Chamomilla recutita		1	Synonym	chamomilla chamomilla	L.		gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:CFEE7321-591E-4BFB-AC90-A069A21DBC1F
Chamomilla recutita	Chamomilla recutita		1	Synonym	Matricaria chamomilla	L.	Asteraceae	tropicos	 [Ambiguous match] 	
Chamomilla recutita	Chamomilla recutita		1	Synonym	Matricaria recutita	L.	Asteraceae	usda	 [Ambiguous match] 	
Chenopodium album	Chenopodium album		1	Accepted	Chenopodium album	L.	Amaranthaceae	tpl;tropicos;usda	 	
Chenopodium album	Chenopodium album		1	Synonym	Chenopodium boscianum	Moq.	Amaranthaceae	tpl	 	
Chloris barbata	Chloris barbata		1	Accepted	Chloris barbata	Sw.	Poaceae	tpl;usda	 	
Chloris barbata	Chloris barbata		1	Synonym	Chloris elata	Desv.	Poaceae	tpl	 	
Chloris barbata	Chloris barbata		1	Synonym	Chloris inflata	Link	Poaceae	tropicos	 	
Chloris barbata	Chloris barbata		1	Illegitimate		Desv.	Poaceae	tropicos	 	
Chloris barbata	Chloris barbata		1	Synonym	Chloris elata	Desv.	Poaceae	usda	 	
Chondrilla juncea	Chondrilla juncea		1	Accepted	Chondrilla juncea	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:9E725F16-A64B-4C02-AF79-DB984A40DE78
Chondrilla juncea	Chondrilla juncea		1	Illegitimate	Chondrilla brevirostris	Fisch. & C.A.Mey.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:272D251F-01E3-4A43-AAD6-CD92CDD3746B
Chrysanthemoides monilifera	Chrysanthemoides monilifera		1	Accepted	Chrysanthemoides monilifera	(L.) Norl.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:B6D2DC72-7695-4EF8-8C06-701320A4F48A
Chrysanthemum corymbosum	Chrysanthemum corymbosum		1	Synonym	Tanacetum corymbosum	(L.) Sch.Bip.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:C918B889-9774-43DB-84C2-A058A53B1043
Chrysanthemum corymbosum	Chrysanthemum corymbosum		1	Synonym	Tanacetum corymbosum	(L.) Sch. Bip.	Asteraceae	tropicos	 	
Chrysanthemum corymbosum	Chrysanthemum corymbosum		1	Synonym	Tanacetum corymbosum	(L.) Sch. Bip.	Asteraceae	usda	 	
Chrysopogon aciculatus	Chrysopogon aciculatus		1	Accepted	Chrysopogon aciculatus	(Retz.) Trin.	Poaceae	tpl;tropicos;usda	 	
Cinchona pubescens	Cinchona pubescens		1	Accepted	Cinchona pubescens	Vahl	Rubiaceae	tpl;tropicos;usda	 	
Cinchona pubescens	Cinchona pubescens		1	Synonym	Melanopsidium nigrum	Colla	Rubiaceae	tpl	 	
Cinchona pubescens	Cinchona pubescens		1	Invalid		Colla	Rubiaceae	tropicos	 	
Cinnamomum verum	Cinnamomum verum		1	Accepted	Cinnamomum verum	J.Presl	Lauraceae	tpl	 	
Cinnamomum verum	Cinnamomum verum		1	Accepted	Cinnamomum verum	J. Presl	Lauraceae	tropicos;usda	 	
Cirsium arvense	Cirsium arvense		1	Accepted	Cirsium arvense		Asteraceae	tpl	 	
Cirsium arvense	Cirsium arvense		1	Accepted	Cirsium arvense	(L.) Scop.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:7D643E5A-5D28-475F-AB44-A84067BA0168
Clematis vitalba	Clematis vitalba		1	Accepted	Clematis vitalba	L.	Ranunculaceae	tpl;tropicos;usda	 	
Clidemia hirta	Clidemia hirta		1	Accepted	Clidemia hirta	(L.) D. Don	Melastomataceae	tpl;tropicos;usda	 	
Clivia nobilis	Clivia nobilis		1	Accepted	Clivia nobilis	Lindl.	Amaryllidaceae	tpl;tropicos	 	
Codium fragile subsp. tomentosoides	No suitable matches found.		0						 	
Codium parvulum	No suitable matches found.		0						 	
Colpomenia peregrina	No suitable matches found.		0						 	
Conium maculatum	Conium maculatum		1	Accepted	Conium maculatum	L.	Apiaceae	tpl;tropicos;usda	 	
Conyza bonariensis	Conyza bonariensis		1	Synonym	Erigeron bonariensis	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:851EC6F5-2B3C-4F8A-8A8E-3B532A83A75F
Conyza bonariensis	Conyza bonariensis		1	Accepted	Conyza bonariensis	(L.) Cronquist	Asteraceae	tropicos;usda	 	
Conyza sumatrensis	Conyza sumatrensis		1	Accepted	Conyza sumatrensis	(S.F.Blake) Pruski & G.Sancho	Asteraceae	gcc	 	urn:lsid:compositae.org:names:9D5096CC-AE8D-40E2-B493-37B237A74ADC
Conyza sumatrensis	Conyza sumatrensis		1	Synonym	Erigeron sumatrensis	Retz.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:D903DFDC-7A39-46E4-9997-50F1CC3A90FF
Conyza sumatrensis	Conyza sumatrensis		1	Accepted	Conyza sumatrensis	(Retz.) E. Walker	Asteraceae	tropicos	 	
Copaifera officinalis	Copaifera officinalis		1	Accepted	Copaifera officinalis	L.	Fabaceae	ildis	 	
Copaifera officinalis	Copaifera officinalis		1	Accepted	Copaifera officinalis	(Jacq.) L.	Fabaceae	tropicos;usda	 	
Copaifera officinalis	Copaifera officinalis		1	Illegitimate				tropicos	 	
Corchorus aestuans	Corchorus aestuans		1	Accepted	Corchorus aestuans	L.	Malvaceae	tpl;tropicos;usda	 	
Corchorus aestuans	Corchorus aestuans		1	Synonym	Corchorus trilocularis	L.	Malvaceae	tpl	 	
Corchorus aestuans	Corchorus aestuans		1	Illegitimate		L.	Malvaceae	tropicos	 	
Coriandrum sativum	Coriandrum sativum		1	Accepted	Coriandrum sativum	L.	Apiaceae	tpl;tropicos;usda	 	
Cortaderia jubata	Cortaderia jubata		1	Accepted	Cortaderia jubata	(Lemoine ex Carrière) Stapf	Poaceae	tpl	 	
Cortaderia jubata	Cortaderia jubata		1	Accepted	Cortaderia jubata	(Lemoine) Stapf	Poaceae	tropicos	 	
Cortaderia jubata	Cortaderia jubata		1	Accepted	Cortaderia jubata	(Lem.) Stapf	Poaceae	usda	 	
Cortaderia selloana	Cortaderia selloana		1	Accepted	Cortaderia selloana	(Schult. & Schult.f.) Asch. & Graebn.	Poaceae	tpl	 	
Cortaderia selloana	Cortaderia selloana		1	Accepted	Cortaderia selloana	(Schult. & Schult. f.) Asch. & Graebn.	Poaceae	tropicos;usda	 	
Corymbia citriodora	Corymbia citriodora		1	Accepted	Corymbia citriodora	(Hook.) K.D.Hill & L.A.S.Johnson	Myrtaceae	tpl	 	
Corymbia citriodora	Corymbia citriodora		1	Accepted	Corymbia citriodora	(Hook.) K.D. Hill & L.A.S. Johnson	Myrtaceae	tropicos;usda	 	
Cotoneaster horizontalis	Cotoneaster horizontalis		1	Accepted	Cotoneaster horizontalis	Decne.	Rosaceae	tpl;tropicos;usda	 	
Crassula ovata	Crassula ovata		1	Accepted	Crassula ovata	(Mill.) Druce	Crassulaceae	tpl;tropicos;usda	 	
Crassula ovata	Crassula ovata		1	Synonym	Crassula sarmentosa	Harv.	Crassulaceae	tpl	 	
Crassula ovata	Crassula ovata		1	Invalid				tropicos	 	
Crataegus monogyna	Crataegus monogyna		1	Accepted	Crataegus monogyna	Jacq.	Rosaceae	tpl;tropicos;usda	 	
Crataegus monogyna	Crataegus monogyna		1	No opinion				tpl	 [Ambiguous match] 	
Crataegus monogyna	Crataegus monogyna		1	No opinion				tpl	 [Ambiguous match] 	
Crataegus monogyna	Crataegus monogyna		1	No opinion				tpl	 [Ambiguous match] 	
Crupina vulgaris	Crupina vulgaris		1	Accepted	Crupina vulgaris	Pers. ex Cass.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:13BA1023-6D0A-418E-A072-06D941EDC9EF
Crupina vulgaris	Crupina vulgaris		1	Accepted	Crupina vulgaris	Cass.	Asteraceae	usda	 	
Crypsis schoenoides	Crypsis schoenoides		1	Accepted	Crypsis schoenoides	(L.) Lam.	Poaceae	tpl;tropicos;usda	 	
Crypsis schoenoides	Crypsis schoenoides		1	Synonym	Crypsis alopecuroides	(Piller & Mitterp.) Schrad.	Poaceae	tpl	 [Ambiguous match] 	
Crypsis schoenoides	Crypsis schoenoides		1	Synonym	Crypsis aculeata	(L.) Aiton	Poaceae	tpl	 [Ambiguous match] 	
Crypsis schoenoides	Crypsis schoenoides		1	Illegitimate				tropicos	 	
Crypsis vaginiflora	Crypsis vaginiflora		1	Accepted	Crypsis vaginiflora	(Forssk.) Opiz	Poaceae	tpl;tropicos;usda	 	
Cuphea hyssopifolia	Cuphea hyssopifolia		1	Accepted	Cuphea hyssopifolia	Kunth	Lythraceae	tpl;tropicos;usda	 	
Cuphea hyssopifolia	Cuphea hyssopifolia		1	No opinion	Cuphea parsonsia var. grisebachiana	(Koehne) S.A.Graham	Lythraceae	tpl	 	
Cupressus arizonica	Cupressus arizonica		1	Accepted	Cupressus arizonica	Greene	Cupressaceae	tpl	 	
Cupressus arizonica	Cupressus arizonica		1	Synonym	Hesperocyparis arizonica	(Greene) Bartel	Cupressaceae	tropicos	 	
Cupressus arizonica	Cupressus arizonica		1	Synonym	Hesperocyparis arizonica	(Greene) Bartel	Cupressaceae	usda	 	
Cuscuta epithymum	Cuscuta epithymum		1	Accepted	Cuscuta epithymum	(L.) L.	Convolvulaceae	tpl;tropicos;usda	 	
Cuscuta europaea	Cuscuta europaea		1	Accepted	Cuscuta europaea	L.	Convolvulaceae	tpl;tropicos;usda	 	
Cuscuta reflexa	Cuscuta reflexa		1	Accepted	Cuscuta reflexa	Roxb.	Convolvulaceae	tpl;tropicos;usda	 	
Cutandia memphitica	Cutandia memphitica		1	Accepted	Cutandia memphitica	(Spreng.) Benth.	Poaceae	tpl	 	
Cutandia memphitica	Cutandia memphitica		1	Synonym	Cutandia memphitica	(Spreng.) Benth.	Poaceae	tpl	 	
Cutandia memphitica	Cutandia memphitica		1	Accepted	Cutandia memphitica	(Spreng.) K. Richt.	Poaceae	tropicos;usda	 	
Cutandia memphitica	Cutandia memphitica		1	Illegitimate		(Spreng.) Benth.	Poaceae	tropicos	 	
Cyclosorus parasiticus	Cyclosorus parasiticus		1	Accepted	Cyclosorus parasiticus	(L.) Farw.	Thelypteridaceae	tpl;tropicos	 	
Cylindropuntia fulgida	Cylindropuntia fulgida		1	Accepted	Cylindropuntia fulgida	(Engelm.) F.M.Knuth	Cactaceae	tpl	 	
Cylindropuntia fulgida	Cylindropuntia fulgida		1	Accepted	Cylindropuntia fulgida	(Engelm.) F.M. Knuth	Cactaceae	tropicos;usda	 	
Cylindropuntia rosea	Cylindropuntia rosea		1	Accepted	Cylindropuntia rosea	(DC.) Backeb.	Cactaceae	tpl;tropicos	 	
Cymbopogon citratus	Cymbopogon citratus		1	Accepted	Cymbopogon citratus	(DC.) Stapf	Poaceae	tpl;tropicos	 	
Cymbopogon citratus	Cymbopogon citratus		1	Accepted	Cymbopogon citratus	(DC. ex Nees) Stapf	Poaceae	usda	 	
Cynara cardunculus	Cynara cardunculus		1	Accepted	Cynara cardunculus	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:1F4619F9-3BB6-4629-8F6A-B6892CDB651D
Cynodon plectostachyus	Cynodon plectostachyus		1	Accepted	Cynodon plectostachyus	(K.Schum.) Pilg.	Poaceae	tpl	 	
Cynodon plectostachyus	Cynodon plectostachyus		1	Accepted	Cynodon plectostachyus	(K. Schum.) Pilg.	Poaceae	tropicos;usda	 	
Cynoglossum amabile	Cynoglossum amabile		1	Accepted	Cynoglossum amabile	Stapf & J.R.Drumm.	Boraginaceae	tpl	 	
Cynoglossum amabile	Cynoglossum amabile		1	Accepted	Cynoglossum amabile	Stapf & J.R. Drumm.	Boraginaceae	tropicos;usda	 	
Cyperus imbricatus	Cyperus imbricatus		1	Accepted	Cyperus imbricatus	Retz.	Cyperaceae	tpl;tropicos;usda	 	
Cyperus iria	Cyperus iria		1	Accepted	Cyperus iria	L.	Cyperaceae	tpl;tropicos;usda	 	
Cytisus scoparius	Cytisus scoparius		1	Accepted	Cytisus scoparius	(L.)Link	Fabaceae	ildis	 	
Cytisus scoparius	Cytisus scoparius		1	Accepted	Cytisus scoparius	(L.) Link	Fabaceae	tropicos;usda	 	
Dactyloctenium australe	Dactyloctenium australe		1	Accepted	Dactyloctenium australe	Steud.	Poaceae	tpl;tropicos;usda	 	
Dahlia imperialis	Dahlia imperialis		1	Accepted	Dahlia imperialis	Roezl ex Ortgies	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:B7B94004-9645-4903-B16C-44037918340B
Danthonia decumbens	Danthonia decumbens		1	Accepted	Danthonia decumbens	(L.) DC.	Poaceae	tpl;tropicos;usda	 	
Datura ferox	Datura ferox		1	Accepted	Datura ferox	L.	Solanaceae	tpl;tropicos	 	
Datura ferox	Datura ferox		1	Synonym	Datura stramonium	L.	Solanaceae	tpl	 	
Datura ferox	Datura ferox		1	Illegitimate		L.	Solanaceae	tropicos	 	
Datura ferox	Datura ferox		1	Synonym	Datura quercifolia	Kunth	Solanaceae	usda	 	
Datura innoxia	Datura innoxia		1	Accepted	Datura innoxia	Mill.	Solanaceae	tpl;tropicos	 	
Datura innoxia	Datura innoxia		1	Synonym	Datura inoxia	Mill.	Solanaceae	usda	 	
Delairea odorata	Delairea odorata		1	Accepted	Delairea odorata	Lem.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:46B464AF-912C-4BD1-8505-302652622B19
Dendrocalamus strictus	Dendrocalamus strictus		1	Accepted	Dendrocalamus strictus	(Roxb.) Nees	Poaceae	tpl;tropicos;usda	 	
Descurainia sophia	Descurainia sophia		1	Accepted	Descurainia sophia	(L.) Webb ex Prantl	Brassicaceae	tpl;tropicos;usda	 	
Desmostachya bipinnata	Desmostachya bipinnata		1	Accepted	Desmostachya bipinnata	(L.) Stapf	Poaceae	tpl;tropicos;usda	 	
Diascia barberae	Diascia barberae		1	Accepted	Diascia barberae	Hook.f.	Scrophulariaceae	tpl	 	
Diascia barberae	Diascia barberae		1	Accepted	Diascia barberae	Hook. f.	Scrophulariaceae	tropicos	 	
Dichanthium annulatum	Dichanthium annulatum		1	Accepted	Dichanthium annulatum	(Forssk.) Stapf	Poaceae	tpl;tropicos;usda	 	
Dichanthium caricosum	Dichanthium caricosum		1	Accepted	Dichanthium caricosum	(L.) A.Camus	Poaceae	tpl	 	
Dichanthium caricosum	Dichanthium caricosum		1	Accepted	Dichanthium caricosum	(L.) A. Camus	Poaceae	tropicos	 	
Dichanthium caricosum	Dichanthium caricosum		1	Accepted	Dichanthium caricosum	(L.) A. Camus [excluded]	Poaceae	usda	 	
Digitaria abyssinica	Digitaria abyssinica		1	Accepted	Digitaria abyssinica	(A.Rich.) Stapf	Poaceae	tpl	 	
Digitaria abyssinica	Digitaria abyssinica		1	Accepted	Digitaria abyssinica	(Hochst. ex A. Rich.) Stapf	Poaceae	tropicos;usda	 	
Digitaria debilis	Digitaria debilis		1	Accepted	Digitaria debilis	(Desf.) Willd.	Poaceae	tpl;tropicos	 	
Digitaria debilis	Digitaria debilis		1	Accepted	Digitaria debilis	(Desf.) Willd. [excluded]	Poaceae	usda	 	
Digitaria fuscescens	Digitaria fuscescens		1	Accepted	Digitaria fuscescens	(J.Presl) Henrard	Poaceae	tpl	 	
Digitaria fuscescens	Digitaria fuscescens		1	Accepted	Digitaria fuscescens	(J. Presl) Henrard	Poaceae	tropicos	 	
Digitaria fuscescens	Digitaria fuscescens		1	Invalid				tropicos	 	
Digitaria fuscescens	Digitaria fuscescens		1	Accepted	Digitaria fuscescens	(J. Presl) Henr.	Poaceae	usda	 	
Dioscorea cayenensis	Dioscorea cayenensis		1	Accepted	Dioscorea cayenensis	Lam.	Dioscoreaceae	tropicos;usda	 	
Dioscorea cayenensis	Dioscorea cayenensis		1	Illegitimate				tropicos	 	
Dovyalis caffra	Dovyalis caffra		1	Accepted	Dovyalis caffra	(Hook.f. & Harv.) Sim	Salicaceae	tpl	 	
Dovyalis caffra	Dovyalis caffra		1	Synonym	Dovyalis caffra	(Hook.f. & Harv.) Sim	Salicaceae	tpl	 [Ambiguous match] 	
Dovyalis caffra	Dovyalis caffra		1	Accepted	Dovyalis caffra	(Hook. f. & Harv.) Sim	Salicaceae	tropicos	 [Ambiguous match] 	
Dovyalis caffra	Dovyalis caffra		1	Accepted	Dovyalis caffra	(Hook. f. & Harv.) Warb.	Salicaceae	tropicos;usda	 [Ambiguous match] 	
Dovyalis caffra	Dovyalis caffra		1	Illegitimate				tropicos	 	
Echinochloa pyramidalis	Echinochloa pyramidalis		1	Accepted	Echinochloa pyramidalis	(Lam.) Hitchc. & Chase	Poaceae	tpl;tropicos;usda	 	
Echium plantagineum	Echium plantagineum		1	Accepted	Echium plantagineum	L.	Boraginaceae	tpl;tropicos;usda	 	
Echium plantagineum	Echium plantagineum		1	Synonym	Echium creticum	L.	Boraginaceae	tpl	 	
Echium plantagineum	Echium plantagineum		1	Illegitimate		L.	Boraginaceae	tropicos	 	
Ehrharta calycina	Ehrharta calycina		1	Accepted	Ehrharta calycina	Sm.	Poaceae	tpl;tropicos;usda	 	
Ehrharta calycina	Ehrharta calycina		1	Synonym	Ehrharta melicoides	Thunb.	Poaceae	tpl	 	
Ehrharta erecta	Ehrharta erecta		1	Accepted	Ehrharta erecta	Lam.	Poaceae	tpl;tropicos;usda	 	
Elephantopus mollis	Elephantopus mollis		1	Accepted	Elephantopus mollis	Kunth	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:0F39355C-1305-45A7-9244-B4BF4BE12B75
Elymus repens	Elymus repens		1	Accepted	Elymus repens	(L.) Gould	Poaceae	tpl;tropicos;usda	 	
Emex australis	Emex australis		1	Accepted	Emex australis	Steinh.	Polygonaceae	tpl;tropicos;usda	 	
Enarthrocarpus clavatus	Enarthrocarpus clavatus		1	Accepted	Enarthrocarpus clavatus	Delile ex Godr.	Brassicaceae	tpl;tropicos	 	
Eragrostis plana	Eragrostis plana		1	Accepted	Eragrostis plana	Nees	Poaceae	tpl;tropicos;usda	 	
Eragrostis trichophora	Eragrostis trichophora		1	Synonym	Eragrostis cylindriflora	Hochst.	Poaceae	tpl	 	
Eragrostis trichophora	Eragrostis trichophora		1	Accepted	Eragrostis trichophora	Coss. & Durieu	Poaceae	tropicos	 	
Eragrostis trichophora	Eragrostis trichophora		1	Accepted	Eragrostis trichophora	Coss. & Durand	Poaceae	usda	 	
