family,n,draw
Leucodontaceae,1,624
Lycopodiaceae,1,624
Malvaceae,1,624
Meliaceae,1,624
Oleaceae,1,624
Orchidaceae,8,624
Orthotrichaceae,2,624
Oxalidaceae,1,624
Papaveraceae,1,624
Pilotrichaceae,1,624
Pinaceae,1,624
Piperaceae,1,624
Poaceae,2,624
Primulaceae,1,624
Ranunculaceae,1,624
Rosaceae,3,624
Rubiaceae,3,624
Solanaceae,2,624
Theaceae,1,624
Thymelaeaceae,1,624
Triuridaceae,1,624
Violaceae,1,624
Acanthaceae,3,625
Amaryllidaceae,1,625
Amblystegiaceae,2,625
Anastrophyllaceae,1,625
Annonaceae,2,625
Begoniaceae,1,625
Boraginaceae,1,625
Brassicaceae,1,625
Bromeliaceae,1,625
Caprifoliaceae,1,625
Celastraceae,1,625
Cephaloziaceae,1,625
Chloranthaceae,1,625
Cleomaceae,1,625
Compositae,13,625
Cyperaceae,3,625
Ebenaceae,1,625
Entodontaceae,1,625
Ericaceae,2,625
Eriocaulaceae,1,625
Euphorbiaceae,5,625
Gentianaceae,1,625
Lamiaceae,4,625
Leguminosae,9,625
Leucodontaceae,1,625
Malvaceae,3,625
Melastomataceae,1,625
Moraceae,1,625
Neckeraceae,1,625
Oleaceae,1,625
Onagraceae,1,625
Orchidaceae,6,625
Orobanchaceae,1,625
Plagiochilaceae,1,625
Poaceae,3,625
Podocarpaceae,1,625
Polygalaceae,1,625
Pottiaceae,1,625
Primulaceae,1,625
Ranunculaceae,1,625
Restionaceae,1,625
Rosaceae,1,625
Rubiaceae,5,625
Rutaceae,1,625
Sapindaceae,1,625
Sapotaceae,1,625
Simaroubaceae,1,625
Thymelaeaceae,1,625
Typhaceae,1,625
Urticaceae,1,625
Verbenaceae,1,625
Acanthaceae,3,626
Aizoaceae,1,626
Anastrophyllaceae,1,626
Apocynaceae,3,626
Araceae,2,626
Araliaceae,1,626
Asparagaceae,1,626
Boraginaceae,3,626
Brassicaceae,2,626
Bromeliaceae,1,626
Bryaceae,1,626
Capparaceae,1,626
Celastraceae,1,626
Chrysobalanaceae,1,626
Cistaceae,1,626
Clusiaceae,1,626
Combretaceae,1,626
Compositae,13,626
Convolvulaceae,1,626
Cyperaceae,1,626
Dicranaceae,1,626
Dioscoreaceae,1,626
Ericaceae,2,626
Euphorbiaceae,3,626
Gentianaceae,1,626
Iridaceae,1,626
Jungermanniaceae,1,626
Lamiaceae,1,626
Leguminosae,6,626
Lembophyllaceae,1,626
Meliaceae,1,626
Moraceae,1,626
Myrtaceae,1,626
Olacaceae,1,626
Ophioglossaceae,1,626
Orchidaceae,11,626
Orthotrichaceae,1,626
Piperaceae,1,626
Plantaginaceae,2,626
Poaceae,6,626
Pottiaceae,3,626
Primulaceae,2,626
Ricciaceae,1,626
Rosaceae,1,626
Rubiaceae,4,626
Rutaceae,1,626
Urticaceae,1,626
Xanthorrhoeaceae,1,626
Acanthaceae,3,627
Annonaceae,2,627
Aquifoliaceae,1,627
Araceae,1,627
Arecaceae,3,627
Aspleniaceae,1,627
Brachytheciaceae,2,627
Brassicaceae,3,627
Bromeliaceae,2,627
Bruchiaceae,1,627
Bryaceae,2,627
Calceolariaceae,1,627
Campanulaceae,2,627
Capparaceae,1,627
Caryophyllaceae,1,627
Clusiaceae,2,627
Colchicaceae,1,627
Compositae,8,627
Convolvulaceae,2,627
Cyperaceae,1,627
Dennstaedtiaceae,1,627
Dicranaceae,1,627
Elaeocarpaceae,2,627
Geraniaceae,1,627
Haemodoraceae,1,627
Jungermanniaceae,1,627
Lamiaceae,1,627
Lauraceae,1,627
Leguminosae,9,627
Malvaceae,1,627
Melastomataceae,1,627
Moraceae,1,627
Myrtaceae,2,627
Onagraceae,1,627
Orchidaceae,8,627
Orobanchaceae,1,627
Orthotrichaceae,1,627
Oxalidaceae,1,627
Papaveraceae,1,627
Piperaceae,1,627
Plumbaginaceae,1,627
Poaceae,3,627
Polypodiaceae,1,627
Polytrichaceae,1,627
Primulaceae,2,627
Rubiaceae,3,627
Salicaceae,1,627
Santalaceae,1,627
Simaroubaceae,1,627
Siparunaceae,1,627
Solanaceae,1,627
Splachnaceae,1,627
Thymelaeaceae,1,627
Verbenaceae,1,627
Vochysiaceae,1,627
Zingiberaceae,1,627
Acanthaceae,1,628
Aizoaceae,1,628
Aneuraceae,1,628
Annonaceae,1,628
Apiaceae,1,628
Apocynaceae,1,628
Araceae,1,628
Arecaceae,1,628
Boraginaceae,1,628
Cactaceae,1,628
Combretaceae,1,628
Compositae,12,628
Convolvulaceae,1,628
Crassulaceae,1,628
Cyperaceae,2,628
Dichapetalaceae,1,628
Ericaceae,1,628
Eriocaulaceae,2,628
Euphorbiaceae,2,628
Fagaceae,1,628
Fissidentaceae,1,628
Funariaceae,1,628
Geraniaceae,1,628
Hypnaceae,1,628
Hypodematiaceae,1,628
Hypoxidaceae,1,628
Jubulaceae,1,628
Juncaceae,1,628
Lamiaceae,1,628
Lauraceae,1,628
Leguminosae,3,628
Lejeuneaceae,1,628
Lophocoleaceae,2,628
Melastomataceae,1,628
Meliaceae,1,628
Menispermaceae,1,628
Monimiaceae,1,628
Myrtaceae,2,628
Nymphaeaceae,1,628
Orchidaceae,15,628
Pandanaceae,2,628
Passifloraceae,1,628
Polygalaceae,3,628
Polygonaceae,1,628
Polypodiaceae,1,628
Pottiaceae,2,628
Primulaceae,1,628
Pteridaceae,1,628
Rosaceae,3,628
Rubiaceae,2,628
Salicaceae,1,628
Santalaceae,3,628
Seligeriaceae,1,628
Solanaceae,1,628
Theaceae,1,628
Vitaceae,1,628
Zamiaceae,1,628
Acanthaceae,1,629
Amaryllidaceae,1,629
Anemiaceae,1,629
Apocynaceae,1,629
Araceae,1,629
Arecaceae,2,629
Berberidaceae,1,629
Brassicaceae,1,629
Campanulaceae,2,629
Cannabaceae,1,629
Celastraceae,1,629
Chrysobalanaceae,1,629
Compositae,14,629
Ebenaceae,1,629
Elatinaceae,1,629
Ericaceae,4,629
Eriocaulaceae,1,629
Euphorbiaceae,2,629
Gesneriaceae,1,629
Hookeriaceae,1,629
Hydrocharitaceae,1,629
Iridaceae,1,629
Lamiaceae,3,629
Lauraceae,1,629
Leguminosae,10,629
Liliaceae,1,629
Malvaceae,3,629
Melastomataceae,1,629
Meteoriaceae,1,629
Myrtaceae,2,629
Orchidaceae,9,629
Passifloraceae,1,629
Piperaceae,1,629
Plantaginaceae,1,629
Poaceae,4,629
Pottiaceae,1,629
Proteaceae,1,629
Ranunculaceae,1,629
Rosaceae,4,629
Rubiaceae,6,629
Sematophyllaceae,2,629
Smilacaceae,1,629
Thymelaeaceae,1,629
Urticaceae,1,629
Zingiberaceae,1,629
Acanthaceae,1,630
Actinidiaceae,1,630
Aizoaceae,1,630
Apiaceae,3,630
Apocynaceae,1,630
Aquifoliaceae,2,630
Asparagaceae,2,630
Begoniaceae,1,630
Brassicaceae,1,630
Bromeliaceae,2,630
Bryaceae,2,630
Clusiaceae,1,630
Compositae,12,630
Connaraceae,1,630
Cucurbitaceae,1,630
Cyperaceae,1,630
Dicranaceae,2,630
Ebenaceae,1,630
Ericaceae,1,630
Eriocaulaceae,2,630
Euphorbiaceae,2,630
Fissidentaceae,1,630
Gesneriaceae,1,630
Hydatellaceae,1,630
Lamiaceae,1,630
Lauraceae,1,630
Leguminosae,5,630
Liliaceae,1,630
Lophocoleaceae,1,630
Metzgeriaceae,1,630
Myricaceae,1,630
Myrtaceae,4,630
Oleaceae,1,630
Orchidaceae,4,630
Orobanchaceae,2,630
Pandanaceae,1,630
Piperaceae,1,630
Plumbaginaceae,1,630
Poaceae,7,630
Polygonaceae,1,630
Polypodiaceae,1,630
Pottiaceae,1,630
Primulaceae,1,630
Ranunculaceae,1,630
Rosaceae,1,630
Rubiaceae,4,630
Santalaceae,1,630
Sapindaceae,1,630
Saxifragaceae,1,630
Seligeriaceae,1,630
Sematophyllaceae,2,630
Solanaceae,1,630
Typhaceae,1,630
Urticaceae,1,630
Xanthorrhoeaceae,2,630
Zingiberaceae,1,630
Acanthaceae,1,631
Amaranthaceae,2,631
Amaryllidaceae,1,631
Anastrophyllaceae,2,631
Annonaceae,1,631
Apiaceae,1,631
Apocynaceae,2,631
Araceae,1,631
Aspleniaceae,1,631
Brassicaceae,1,631
Bromeliaceae,3,631
Campanulaceae,3,631
Caryophyllaceae,1,631
Cistaceae,1,631
Colchicaceae,1,631
Compositae,10,631
Connaraceae,1,631
Convolvulaceae,1,631
Crassulaceae,1,631
Cyatheaceae,1,631
Daltoniaceae,1,631
Dioscoreaceae,1,631
Dipterocarpaceae,1,631
Dryopteridaceae,2,631
Ericaceae,3,631
Euphorbiaceae,2,631
Fagaceae,1,631
Geocalycaceae,1,631
Geraniaceae,1,631
Haemodoraceae,1,631
Hookeriaceae,1,631
Hypnaceae,1,631
Iridaceae,1,631
Lamiaceae,3,631
Leguminosae,3,631
Lejeuneaceae,1,631
Malvaceae,1,631
Melastomataceae,1,631
Melianthaceae,1,631
Myrtaceae,1,631
Neckeraceae,1,631
Orchidaceae,9,631
Papaveraceae,1,631
Piperaceae,1,631
Plumbaginaceae,2,631
Poaceae,2,631
Polytrichaceae,1,631
Portulacaceae,1,631
Pottiaceae,1,631
Primulaceae,1,631
Proteaceae,1,631
Rosaceae,2,631
Rubiaceae,3,631
Rutaceae,2,631
Salicaceae,2,631
Saxifragaceae,1,631
Selaginellaceae,1,631
Sematophyllaceae,1,631
Urticaceae,1,631
Aizoaceae,2,632
Annonaceae,1,632
Apiaceae,1,632
Araceae,2,632
Arecaceae,1,632
Athyriaceae,1,632
Begoniaceae,1,632
Berberidaceae,2,632
Boraginaceae,4,632
Bromeliaceae,1,632
Calceolariaceae,1,632
Calymperaceae,1,632
Compositae,8,632
Cucurbitaceae,1,632
Cyperaceae,1,632
Dicranaceae,1,632
Dioscoreaceae,2,632
Elaeocarpaceae,2,632
Ephemeraceae,1,632
Ericaceae,2,632
Eriocaulaceae,1,632
Euphorbiaceae,2,632
Fagaceae,1,632
Geocalycaceae,1,632
Gesneriaceae,1,632
Hypericaceae,1,632
Hypnodendraceae,1,632
Iridaceae,2,632
Jubulaceae,1,632
Lamiaceae,4,632
Lauraceae,4,632
Leguminosae,9,632
Leskeaceae,1,632
Malvaceae,1,632
Melastomataceae,2,632
Mniaceae,2,632
Moraceae,1,632
Myrtaceae,1,632
Neckeraceae,2,632
Orchidaceae,6,632
Pandanaceae,1,632
Papaveraceae,1,632
Plantaginaceae,1,632
Poaceae,1,632
Polygalaceae,1,632
Polypodiaceae,1,632
Primulaceae,1,632
Ricciaceae,1,632
Rosaceae,2,632
Rubiaceae,6,632
Sapindaceae,2,632
Acanthaceae,2,633
Aizoaceae,1,633
Amaryllidaceae,1,633
Anarthriaceae,1,633
Annonaceae,1,633
Araceae,1,633
Araliaceae,1,633
Arecaceae,2,633
Aspleniaceae,1,633
Bartramiaceae,1,633
Begoniaceae,2,633
Betulaceae,1,633
Bignoniaceae,1,633
Brachytheciaceae,1,633
Brassicaceae,2,633
Caryophyllaceae,3,633
Celastraceae,1,633
Cephaloziaceae,1,633
Compositae,6,633
Cyperaceae,1,633
Dicranaceae,1,633
Ericaceae,1,633
Erythroxylaceae,1,633
Euphorbiaceae,2,633
Grimmiaceae,1,633
Haloragaceae,1,633
Hydrocharitaceae,1,633
Iridaceae,1,633
Jubulaceae,1,633
Lamiaceae,1,633
Lauraceae,2,633
Leguminosae,4,633
Lejeuneaceae,1,633
Marantaceae,1,633
Melastomataceae,1,633
Meliaceae,2,633
Myristicaceae,1,633
Myrtaceae,2,633
Nyctaginaceae,1,633
Onagraceae,1,633
Orchidaceae,5,633
Orobanchaceae,1,633
Orthotrichaceae,1,633
Penaeaceae,1,633
Peraceae,1,633
Phyllanthaceae,1,633
Plagiochilaceae,1,633
Pleuroziaceae,1,633
Poaceae,2,633
Pottiaceae,2,633
Pteridaceae,1,633
Pterobryaceae,1,633
Rhamnaceae,1,633
Rosaceae,3,633
Rubiaceae,7,633
Rutaceae,1,633
Salicaceae,1,633
Santalaceae,1,633
Sapindaceae,1,633
Sematophyllaceae,1,633
Solanaceae,1,633
Ulmaceae,1,633
Urticaceae,2,633
Vitaceae,1,633
Xanthorrhoeaceae,1,633
Aizoaceae,3,634
Annonaceae,1,634
Araceae,2,634
Araliaceae,1,634
Asparagaceae,2,634
Aspleniaceae,1,634
Balsaminaceae,1,634
Bignoniaceae,1,634
Boraginaceae,1,634
Brassicaceae,1,634
Bryaceae,2,634
Campanulaceae,1,634
Canellaceae,1,634
Chloranthaceae,1,634
Chrysobalanaceae,1,634
Compositae,8,634
Convolvulaceae,1,634
Crassulaceae,1,634
Cyperaceae,1,634
Dicranaceae,1,634
Dilleniaceae,1,634
Dryopteridaceae,1,634
Ericaceae,1,634
Eriocaulaceae,2,634
Euphorbiaceae,3,634
Fissidentaceae,1,634
Gesneriaceae,1,634
Hookeriaceae,1,634
Hymenophyllaceae,1,634
Hypericaceae,1,634
Hypnaceae,2,634
Hypopterygiaceae,1,634
Lamiaceae,4,634
Lardizabalaceae,1,634
Leguminosae,6,634
Loranthaceae,1,634
Moraceae,1,634
Myrtaceae,3,634
Neckeraceae,1,634
Onagraceae,1,634
Orchidaceae,4,634
Orthotrichaceae,2,634
Oxalidaceae,1,634
Plantaginaceae,1,634
Plumbaginaceae,1,634
Poaceae,1,634
Podostemaceae,1,634
Polemoniaceae,1,634
Pottiaceae,2,634
Rubiaceae,7,634
Rutaceae,1,634
Saxifragaceae,2,634
Scrophulariaceae,1,634
Solanaceae,1,634
Thelypteridaceae,1,634
Thuidiaceae,1,634
Thymelaeaceae,1,634
Verbenaceae,1,634
Vitaceae,1,634
Zosteraceae,1,634
Acanthaceae,1,635
Aizoaceae,1,635
Andreaeaceae,1,635
Apiaceae,2,635
Apocynaceae,3,635
Araceae,1,635
Asparagaceae,1,635
Begoniaceae,1,635
Blechnaceae,1,635
Brassicaceae,2,635
Burseraceae,1,635
Buxaceae,1,635
Compositae,9,635
Convolvulaceae,1,635
Cunoniaceae,1,635
Cyperaceae,3,635
Dichapetalaceae,1,635
Dicranaceae,1,635
Eriocaulaceae,1,635
Euphorbiaceae,4,635
Fagaceae,1,635
Hydrocharitaceae,1,635
Lamiaceae,1,635
Lauraceae,1,635
Leguminosae,10,635
Lejeuneaceae,1,635
Lentibulariaceae,1,635
Lycopodiaceae,1,635
Marantaceae,1,635
Melastomataceae,1,635
Myrtaceae,1,635
Orchidaceae,7,635
Orobanchaceae,1,635
Papaveraceae,1,635
Piperaceae,1,635
Plagiochilaceae,2,635
Plantaginaceae,1,635
Poaceae,6,635
Polygonaceae,1,635
Polypodiaceae,2,635
Pteridaceae,1,635
Ranunculaceae,1,635
Rosaceae,1,635
Rubiaceae,4,635
Rutaceae,1,635
Sapindaceae,1,635
Sapotaceae,1,635
Schoepfiaceae,1,635
Scrophulariaceae,1,635
Smilacaceae,1,635
Tectariaceae,1,635
Thymelaeaceae,1,635
Ulmaceae,1,635
Vitaceae,1,635
Vivianiaceae,1,635
Zingiberaceae,1,635
Acanthaceae,2,636
Aizoaceae,1,636
Annonaceae,3,636
Apiaceae,2,636
Apocynaceae,2,636
Asparagaceae,1,636
Brassicaceae,1,636
Bromeliaceae,1,636
Bryaceae,1,636
Cactaceae,2,636
Caryophyllaceae,5,636
Casuarinaceae,1,636
Cephaloziellaceae,1,636
Chrysobalanaceae,1,636
Columelliaceae,1,636
Combretaceae,1,636
Compositae,12,636
Cryphaeaceae,1,636
Dicranaceae,1,636
Ericaceae,2,636
Eriocaulaceae,1,636
Euphorbiaceae,3,636
Gentianaceae,1,636
Gesneriaceae,2,636
Iridaceae,1,636
Lamiaceae,3,636
Leguminosae,6,636
Lejeuneaceae,1,636
Leskeaceae,1,636
Malpighiaceae,1,636
Malvaceae,1,636
Moraceae,1,636
Myrtaceae,3,636
Neckeraceae,1,636
Nyctaginaceae,1,636
Ochnaceae,1,636
Oleaceae,1,636
Onagraceae,1,636
Orchidaceae,5,636
Pandanaceae,1,636
Piperaceae,1,636
Plantaginaceae,1,636
Poaceae,4,636
Polygalaceae,1,636
Rosaceae,2,636
Rubiaceae,4,636
Sapindaceae,2,636
Sapotaceae,1,636
Solanaceae,1,636
Urticaceae,1,636
Verbenaceae,1,636
Violaceae,1,636
Amblystegiaceae,1,637
Apiaceae,2,637
Apocynaceae,2,637
Araceae,1,637
Blasiaceae,1,637
Brassicaceae,1,637
Bryaceae,1,637
Cactaceae,1,637
Calypogeiaceae,1,637
Campanulaceae,2,637
Cleomaceae,1,637
Commelinaceae,3,637
Compositae,10,637
Convolvulaceae,1,637
Crassulaceae,1,637
Cyperaceae,2,637
Daphniphyllaceae,1,637
Dicranaceae,1,637
Euphorbiaceae,7,637
Gesneriaceae,1,637
Jungermanniaceae,1,637
Leguminosae,8,637
Lythraceae,1,637
Malpighiaceae,1,637
Melastomataceae,2,637
Myrtaceae,4,637
Neckeraceae,1,637
Nitrariaceae,1,637
Orchidaceae,12,637
Orobanchaceae,1,637
Papaveraceae,1,637
Plantaginaceae,1,637
Poaceae,2,637
Podostemaceae,1,637
Polygonaceae,1,637
Pottiaceae,1,637
Primulaceae,2,637
Pteridaceae,1,637
Ranunculaceae,1,637
Rhamnaceae,1,637
Rhizogoniaceae,1,637
Rosaceae,1,637
Rubiaceae,4,637
Rutaceae,1,637
Sabiaceae,1,637
Sapindaceae,1,637
Selaginellaceae,1,637
Tectariaceae,1,637
Verbenaceae,1,637
Violaceae,1,637
Acanthaceae,2,638
Aizoaceae,1,638
Alstroemeriaceae,1,638
Amaryllidaceae,1,638
Apiaceae,1,638
Apocynaceae,1,638
Araceae,1,638
Araliaceae,1,638
Arecaceae,2,638
Asparagaceae,2,638
Begoniaceae,2,638
Berberidaceae,1,638
Boraginaceae,1,638
Brassicaceae,1,638
Bromeliaceae,1,638
Bryaceae,1,638
Cannabaceae,1,638
Capparaceae,1,638
Caryophyllaceae,2,638
Combretaceae,1,638
Compositae,7,638
Convolvulaceae,1,638
Crassulaceae,1,638
Crossosomataceae,1,638
Ebenaceae,1,638
Elatinaceae,1,638
Ericaceae,1,638
Euphorbiaceae,2,638
Fagaceae,1,638
Fissidentaceae,1,638
Funariaceae,1,638
Gentianaceae,2,638
Gesneriaceae,2,638
Icacinaceae,1,638
Lamiaceae,4,638
Lecythidaceae,1,638
Leguminosae,8,638
Lejeuneaceae,2,638
Lentibulariaceae,1,638
Leskeaceae,1,638
Melastomataceae,1,638
Myrtaceae,2,638
Orchidaceae,6,638
Orthotrichaceae,1,638
Pentaphylacaceae,1,638
Phyllanthaceae,1,638
Poaceae,2,638
Polytrichaceae,1,638
Portulacaceae,2,638
Primulaceae,1,638
Ranunculaceae,1,638
Rhizophoraceae,1,638
Rosaceae,3,638
Rubiaceae,5,638
Sapindaceae,1,638
Selaginellaceae,1,638
Sematophyllaceae,1,638
Urticaceae,1,638
Xanthorrhoeaceae,1,638
Acanthaceae,2,639
Amaranthaceae,1,639
Amaryllidaceae,1,639
Annonaceae,1,639
Apiaceae,2,639
Apocynaceae,1,639
Araceae,1,639
Arecaceae,1,639
Argophyllaceae,1,639
Begoniaceae,1,639
Berberidaceae,1,639
Boraginaceae,1,639
Brassicaceae,3,639
Bromeliaceae,1,639
Bryaceae,1,639
Cactaceae,2,639
Campanulaceae,1,639
Caprifoliaceae,1,639
Caricaceae,1,639
Caryophyllaceae,1,639
Celastraceae,1,639
Chrysobalanaceae,1,639
Cleomaceae,1,639
Compositae,9,639
Cyperaceae,1,639
Droseraceae,1,639
Ebenaceae,1,639
Fagaceae,1,639
Fissidentaceae,1,639
Gentianaceae,1,639
Gesneriaceae,1,639
Hypericaceae,1,639
Hypnaceae,1,639
Iridaceae,2,639
Lamiaceae,2,639
Lauraceae,1,639
Leguminosae,5,639
Lejeuneaceae,1,639
Lepidoziaceae,1,639
Orchidaceae,9,639
Pandanaceae,1,639
Piperaceae,1,639
Pittosporaceae,1,639
Plantaginaceae,1,639
Plumbaginaceae,2,639
Poaceae,4,639
Podocarpaceae,1,639
Polygalaceae,1,639
Pottiaceae,1,639
Ranunculaceae,1,639
Rosaceae,2,639
Rubiaceae,5,639
Rutaceae,1,639
Sapindaceae,1,639
Saxifragaceae,1,639
Schistochilaceae,1,639
Scrophulariaceae,1,639
Solanaceae,2,639
Splachnaceae,1,639
Urticaceae,1,639
Zygophyllaceae,1,639
Acanthaceae,1,640
Aizoaceae,1,640
Ancistrocladaceae,1,640
Annonaceae,1,640
Apiaceae,1,640
Apocynaceae,1,640
Araceae,1,640
Asparagaceae,1,640
Aspleniaceae,1,640
Athyriaceae,2,640
Balantiopsaceae,1,640
Bartramiaceae,1,640
Bromeliaceae,2,640
Campanulaceae,1,640
Caryophyllaceae,2,640
Clusiaceae,1,640
Combretaceae,1,640
Compositae,18,640
Convolvulaceae,2,640
Cyperaceae,3,640
Dilleniaceae,1,640
Ericaceae,1,640
Eriocaulaceae,1,640
Fagaceae,1,640
Gisekiaceae,1,640
Lamiaceae,2,640
Leguminosae,7,640
Lejeuneaceae,1,640
Malpighiaceae,1,640
Malvaceae,1,640
Marattiaceae,1,640
Melastomataceae,1,640
Myrtaceae,1,640
Ochnaceae,1,640
Orchidaceae,4,640
Orobanchaceae,2,640
Papaveraceae,1,640
Passifloraceae,1,640
Pentaphylacaceae,1,640
Piperaceae,3,640
Poaceae,2,640
Polygonaceae,3,640
Polypodiaceae,1,640
Pottiaceae,1,640
Pterigynandraceae,1,640
Ptychomitriaceae,1,640
Ranunculaceae,1,640
Rhizogoniaceae,1,640
Rosaceae,1,640
Rubiaceae,3,640
Santalaceae,1,640
Sapotaceae,2,640
Scrophulariaceae,1,640
Smilacaceae,1,640
Thuidiaceae,1,640
Thymelaeaceae,1,640
Annonaceae,3,641
Apiaceae,1,641
Apocynaceae,1,641
Aquifoliaceae,1,641
Araceae,1,641
Arecaceae,2,641
Asparagaceae,2,641
Berberidaceae,1,641
Betulaceae,1,641
Brachytheciaceae,1,641
Brassicaceae,2,641
Bromeliaceae,1,641
Cactaceae,1,641
Calymperaceae,1,641
Calypogeiaceae,1,641
Compositae,8,641
Cunoniaceae,1,641
Cyclanthaceae,1,641
Ditrichaceae,1,641
Droseraceae,1,641
Dryopteridaceae,2,641
Ebenaceae,1,641
Euphorbiaceae,3,641
Fissidentaceae,1,641
Hamamelidaceae,1,641
Hookeriaceae,1,641
Lamiaceae,3,641
Leguminosae,5,641
Loranthaceae,1,641
Melastomataceae,1,641
Menispermaceae,1,641
Meteoriaceae,1,641
Myrtaceae,2,641
Oleaceae,1,641
Orchidaceae,5,641
Oxalidaceae,2,641
Pinaceae,1,641
Piperaceae,2,641
Plantaginaceae,1,641
Poaceae,1,641
Polygonaceae,1,641
Polypodiaceae,1,641
Pottiaceae,1,641
Primulaceae,2,641
Pteridaceae,1,641
Radulaceae,1,641
Ranunculaceae,1,641
Restionaceae,1,641
Rosaceae,1,641
Rubiaceae,5,641
Salicaceae,1,641
Sapindaceae,2,641
Sapotaceae,1,641
Scrophulariaceae,1,641
Sematophyllaceae,1,641
Smilacaceae,1,641
Solanaceae,2,641
Sphagnaceae,1,641
Symplocaceae,1,641
Thymelaeaceae,1,641
Vitaceae,1,641
Xanthorrhoeaceae,1,641
Xyridaceae,1,641
Acanthaceae,1,642
Alismataceae,1,642
Amaryllidaceae,1,642
Apiaceae,2,642
Apocynaceae,1,642
Aristolochiaceae,1,642
Asparagaceae,1,642
Balsaminaceae,2,642
Bartramiaceae,1,642
Bignoniaceae,1,642
Boraginaceae,1,642
Bromeliaceae,2,642
Bruchiaceae,1,642
Burseraceae,1,642
Cabombaceae,1,642
Cactaceae,1,642
Campanulaceae,1,642
Caprifoliaceae,1,642
Caryophyllaceae,1,642
Compositae,12,642
Convolvulaceae,1,642
Cucurbitaceae,1,642
Cyatheaceae,1,642
Cyperaceae,2,642
Dilleniaceae,1,642
Elaeocarpaceae,1,642
Ericaceae,2,642
Euphorbiaceae,2,642
Fagaceae,1,642
Funariaceae,1,642
Gentianaceae,1,642
Hookeriaceae,1,642
Hypericaceae,1,642
Hypnaceae,1,642
Iridaceae,1,642
Lamiaceae,2,642
Leguminosae,7,642
Lejeuneaceae,1,642
Leskeaceae,1,642
Liliaceae,1,642
Linderniaceae,1,642
Loranthaceae,1,642
Melastomataceae,2,642
Meteoriaceae,1,642
Monimiaceae,1,642
Moraceae,1,642
Orchidaceae,6,642
Orobanchaceae,1,642
Oxalidaceae,1,642
Poaceae,4,642
Polypodiaceae,2,642
Pottiaceae,1,642
Rhamnaceae,1,642
Rosaceae,2,642
Rubiaceae,3,642
Saxifragaceae,1,642
Sematophyllaceae,1,642
Solanaceae,1,642
Thuidiaceae,1,642
Thymelaeaceae,1,642
Vitaceae,1,642
Acanthaceae,1,643
Aizoaceae,2,643
Anacardiaceae,1,643
Apiaceae,1,643
Apocynaceae,2,643
Araceae,2,643
Arecaceae,1,643
Aristolochiaceae,1,643
Asparagaceae,1,643
Boraginaceae,1,643
Bryaceae,2,643
Campanulaceae,1,643
Caryophyllaceae,1,643
Compositae,4,643
Connaraceae,1,643
Cyatheaceae,1,643
Cyperaceae,4,643
Elaeocarpaceae,1,643
Ericaceae,2,643
Gentianaceae,1,643
Hypnaceae,2,643
Iridaceae,2,643
Lamiaceae,1,643
Lauraceae,1,643
Leguminosae,9,643
Liliaceae,1,643
Lythraceae,1,643
Malpighiaceae,2,643
Malvaceae,3,643
Marantaceae,1,643
Melanthiaceae,1,643
Melastomataceae,1,643
Nyctaginaceae,1,643
Orchidaceae,9,643
Orobanchaceae,1,643
Papaveraceae,1,643
Passifloraceae,1,643
Pentaphylacaceae,1,643
Phrymaceae,1,643
Piperaceae,1,643
Poaceae,3,643
Polypodiaceae,1,643
Polytrichaceae,1,643
Pontederiaceae,1,643
Pottiaceae,2,643
Primulaceae,3,643
Pteridaceae,2,643
Ranunculaceae,1,643
Rosaceae,3,643
Rubiaceae,1,643
Rutaceae,2,643
Sapotaceae,1,643
Sematophyllaceae,1,643
Smilacaceae,1,643
Solanaceae,1,643
Violaceae,1,643
Xanthorrhoeaceae,1,643
Acanthaceae,1,644
Aizoaceae,2,644
Amaranthaceae,1,644
Annonaceae,1,644
Apocynaceae,4,644
Aquifoliaceae,1,644
Arecaceae,1,644
Asparagaceae,2,644
Begoniaceae,1,644
Boraginaceae,2,644
Brassicaceae,1,644
Bruchiaceae,1,644
Bryaceae,1,644
Campanulaceae,1,644
Capparaceae,1,644
Compositae,13,644
Convolvulaceae,1,644
Ebenaceae,1,644
Ericaceae,3,644
Euphorbiaceae,1,644
Fabroniaceae,1,644
Gesneriaceae,2,644
Hylocomiaceae,1,644
Hypnaceae,1,644
Lamiaceae,1,644
Lauraceae,1,644
Leguminosae,7,644
Malvaceae,1,644
Meteoriaceae,1,644
Myrtaceae,2,644
Orchidaceae,6,644
Orthotrichaceae,1,644
Paeoniaceae,1,644
Pandanaceae,1,644
Passifloraceae,1,644
Phyllanthaceae,1,644
Piperaceae,1,644
Plantaginaceae,1,644
Poaceae,6,644
Polygonaceae,1,644
Pottiaceae,1,644
Proteaceae,1,644
Ranunculaceae,1,644
Rhacocarpaceae,1,644
Rubiaceae,5,644
Rutaceae,1,644
Salicaceae,1,644
Sapotaceae,1,644
Scrophulariaceae,1,644
Sematophyllaceae,2,644
Solanaceae,1,644
Stemonuraceae,1,644
Xanthorrhoeaceae,2,644
Xyridaceae,1,644
Achariaceae,1,645
Amaranthaceae,1,645
Araceae,3,645
Arecaceae,1,645
Asparagaceae,1,645
Balsaminaceae,1,645
Basellaceae,1,645
Begoniaceae,1,645
Brassicaceae,2,645
Bryaceae,1,645
Cactaceae,1,645
Caprifoliaceae,1,645
Caryophyllaceae,1,645
